UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,OwnerName,OwnerAddress,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,PropertySplitAddress,PropertyAddressSplitCity,OwnerSplitAddress,OwnerAddressSplitCity,OwnerAddressSplitState
41950,"033 16 0 153.00","SINGLE FAMILY","305  SLAYTON DR, MADISON",15-12-11,95000,20151215-0125845,No,"MISCH, JAMES T., II & RAVEN A.","305  SLAYTON DR, MADISON, TN",0.31,"GENERAL SERVICES DISTRICT",24500,89500,114000,1979,3,2,0,"305  SLAYTON DR"," MADISON","305  SLAYTON DR",MADISON,TN
45319,"033 16 0 153.00","SINGLE FAMILY","305  SLAYTON DR, MADISON",16-03-24,164900,20160328-0028500,No,"MISCH, JAMES T., II & RAVEN A.","305  SLAYTON DR, MADISON, TN",0.31,"GENERAL SERVICES DISTRICT",24500,89500,114000,1979,3,2,0,"305  SLAYTON DR"," MADISON","305  SLAYTON DR",MADISON,TN
34789,"033 16 0 155.00","SINGLE FAMILY","313  SLAYTON DR, MADISON",15-07-14,162000,20150717-0069903,No,"LAMB, PETER ASPLIN","313  SLAYTON DR, MADISON, TN",0.28,"GENERAL SERVICES DISTRICT",24500,122800,147300,1977,3,2,0,"313  SLAYTON DR"," MADISON","313  SLAYTON DR",MADISON,TN
34790,"033 16 0 156.00","VACANT RESIDENTIAL LAND","317  SLAYTON DR, MADISON",15-07-14,162000,20150717-0069903,No,"LAMB, PETER ASPLIN","317  SLAYTON DR, MADISON, TN",0.16,"GENERAL SERVICES DISTRICT",7000,0,7000,0,0,0,0,"317  SLAYTON DR"," MADISON","317  SLAYTON DR",MADISON,TN
18396,"033 16 0 162.00","SINGLE FAMILY","304  SLAYTON DR, MADISON",14-07-02,117500,20140703-0058721,No,"MURPHEY, TIMOTHY V. & STACEY E.","304  SLAYTON DR, MADISON, TN",0.5,"GENERAL SERVICES DISTRICT",26500,77000,103500,1980,4,2,0,"304  SLAYTON DR"," MADISON","304  SLAYTON DR",MADISON,TN
15567,"033 16 0 164.00","SINGLE FAMILY","248  SLAYTON DR, MADISON",14-05-29,60000,20140602-0047317,No,"KELLY, CHRISTOPHER RYAN","248  SLAYTON DR, MADISON, TN",0.65,"GENERAL SERVICES DISTRICT",26500,101800,128300,1979,4,2,0,"248  SLAYTON DR"," MADISON","248  SLAYTON DR",MADISON,TN
23933,"033 16 0 164.00","SINGLE FAMILY","248  SLAYTON DR, MADISON",14-11-06,154000,20141107-0102945,No,"KELLY, CHRISTOPHER RYAN","248  SLAYTON DR, MADISON, TN",0.65,"GENERAL SERVICES DISTRICT",26500,101800,128300,1979,4,2,0,"248  SLAYTON DR"," MADISON","248  SLAYTON DR",MADISON,TN
31107,"033 16 0 168.00","SINGLE FAMILY","232  SLAYTON DR, MADISON",15-05-22,139900,20150602-0051263,No,"DEMILLE, JACOB & WHITNEY-LAUREN","232  SLAYTON DR, MADISON, TN",0.49,"GENERAL SERVICES DISTRICT",26500,93200,119700,1979,3,2,0,"232  SLAYTON DR"," MADISON","232  SLAYTON DR",MADISON,TN
14446,"033 16 0 208.00","ZERO LOT LINE","235  MACFIE DR, MADISON",14-04-02,71000,20140407-0028792,No,"RUSSELL, LINDSAY","235  MACFIE DR, MADISON, TN",0.12,"GENERAL SERVICES DISTRICT",17200,75100,92300,1984,2,2,1,"235  MACFIE DR"," MADISON","235  MACFIE DR",MADISON,TN
45320,"033 16 0 208.00","ZERO LOT LINE","235  MACFIE DR, MADISON",16-03-09,93000,20160329-0029383,No,"RUSSELL, LINDSAY","235  MACFIE DR, MADISON, TN",0.12,"GENERAL SERVICES DISTRICT",17200,75100,92300,1984,2,2,1,"235  MACFIE DR"," MADISON","235  MACFIE DR",MADISON,TN
10785,"033 16 0 209.00","ZERO LOT LINE","231  MACFIE DR, MADISON",13-12-26,88000,20140103-0000826,No,"HOLT, GAZASTASIA G.","231  MACFIE DR, MADISON, TN",0.13,"GENERAL SERVICES DISTRICT",17200,77600,94800,1984,2,2,0,"231  MACFIE DR"," MADISON","231  MACFIE DR",MADISON,TN
25054,"033 16 0 222.00","ZERO LOT LINE","1112  NELSON DR, MADISON",14-12-15,83500,20141222-0116684,No,"SWANSON, JERRY W. & CHRISTINE","1112  NELSON DR, MADISON, TN",0.13,"GENERAL SERVICES DISTRICT",17200,72900,90100,1983,2,2,0,"1112  NELSON DR"," MADISON","1112  NELSON DR",MADISON,TN
34791,"033 16 0 224.00","ZERO LOT LINE","211  NELSON CT E, MADISON",15-07-24,100000,20150818-0083228,No,"RAMOS, FELIX M.","211  NELSON CT E, MADISON, TN",0.14,"GENERAL SERVICES DISTRICT",17200,72300,89500,1983,2,2,0,"211  NELSON CT E"," MADISON","211  NELSON CT E",MADISON,TN
50616,"033 16 0 225.00","ZERO LOT LINE","212 NELSON  CT E, MADISON",16-06-17,170000,20160620-0062744,No,"HORTON, ALDEN III & JULI","212  NELSON CT E, MADISON, TN",0.18,"GENERAL SERVICES DISTRICT",17200,72900,90100,1983,2,2,0,"212 NELSON  CT E"," MADISON","212  NELSON CT E",MADISON,TN
19835,"033 16 0 245.00","ZERO LOT LINE","1150  N GRAYCROFT AVE, MADISON",14-08-04,129000,20140807-0071254,No,"PEREZ, ELIAS & VASQUEZ, DELSY DEL CARMEN","1150  N GRAYCROFT AVE, MADISON, TN",0.12,"GENERAL SERVICES DISTRICT",17200,74500,91700,1983,2,2,0,"1150  N GRAYCROFT AVE"," MADISON","1150  N GRAYCROFT AVE",MADISON,TN
5833,"033 16 0 247.00","ZERO LOT LINE","1239  N GRAYCROFT AVE, MADISON",13-07-02,96600,20130710-0071509,No,"LAVENDER, KAREN & RAVENSCROFT, GARY & MORSHEAD, ROBYN","1239  N GRAYCROFT AVE, MADISON, TN",0.13,"GENERAL SERVICES DISTRICT",17200,64300,81500,1983,2,1,1,"1239  N GRAYCROFT AVE"," MADISON","1239  N GRAYCROFT AVE",MADISON,TN
41951,"033 16 0 253.00","ZERO LOT LINE","511  MACFIE CT, MADISON",15-12-22,107000,20151230-0131274,No,"AST, COREY A.","511  MACFIE CT, MADISON, TN",0.14,"GENERAL SERVICES DISTRICT",17200,88700,105900,1984,2,2,0,"511  MACFIE CT"," MADISON","511  MACFIE CT",MADISON,TN
38111,"033 16 0 274.00","ZERO LOT LINE","1119  N GRAYCROFT AVE, MADISON",15-09-01,96000,20150909-0091678,No,"GUNSELMAN, CHARLES & TERESA","1119  N GRAYCROFT AVE, MADISON, TN",0.23,"GENERAL SERVICES DISTRICT",17200,94900,112100,1987,2,1,1,"1119  N GRAYCROFT AVE"," MADISON","1119  N GRAYCROFT AVE",MADISON,TN
53149,"034 01 0E 001.00","RESIDENTIAL CONDO","100 COBBLESTONE PLACE  DR, GOODLETTSVILLE",16-08-05,157000,20160811-0083441,No,,,0,,0,0,0,0,0,0,0,"100 COBBLESTONE PLACE  DR"," GOODLETTSVILLE",,,
31108,"034 01 0E 001.00","VACANT RESIDENTIAL LAND","100  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"100  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31109,"034 01 0E 002.00","VACANT RESIDENTIAL LAND","102  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"102  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31110,"034 01 0E 003.00","VACANT RESIDENTIAL LAND","104  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"104  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31111,"034 01 0E 004.00","VACANT RESIDENTIAL LAND","106  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"106  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31112,"034 01 0E 005.00","VACANT RESIDENTIAL LAND","108  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"108  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31113,"034 01 0E 006.00","VACANT RESIDENTIAL LAND","110  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"110  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
53150,"034 01 0E 007.00","RESIDENTIAL CONDO","112 COBBLESTONE PLACE  DR, GOODLETTSVILLE",16-08-11,157000,20160812-0084305,No,,,0,,0,0,0,0,0,0,0,"112 COBBLESTONE PLACE  DR"," GOODLETTSVILLE",,,
31114,"034 01 0E 007.00","VACANT RESIDENTIAL LAND","112  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"112  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31115,"034 01 0E 008.00","VACANT RESIDENTIAL LAND","114  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"114  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43099,"034 01 0E 009.00","RESIDENTIAL CONDO","116  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"116  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31116,"034 01 0E 009.00","RESIDENTIAL CONDO","116  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"116  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
53151,"034 01 0E 012.00","RESIDENTIAL CONDO","122 COBBLESTONE PLACE  DR, GOODLETTSVILLE",16-08-29,149900,20160831-0091171,No,,,0,,0,0,0,0,0,0,0,"122 COBBLESTONE PLACE  DR"," GOODLETTSVILLE",,,
50617,"034 01 0E 013.00","RESIDENTIAL CONDO","124 COBBLESTONE PLACE  DR, GOODLETTSVILLE",16-06-08,154900,20160610-0059155,No,,,0,,0,0,0,0,0,0,0,"124 COBBLESTONE PLACE  DR"," GOODLETTSVILLE",,,
43100,"034 01 0E 016.00","RESIDENTIAL CONDO","130  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"130  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31117,"034 01 0E 016.00","RESIDENTIAL CONDO","130  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"130  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43101,"034 01 0E 017.00","RESIDENTIAL CONDO","132  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"132  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31118,"034 01 0E 017.00","RESIDENTIAL CONDO","132  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"132  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43102,"034 01 0E 018.00","RESIDENTIAL CONDO","134  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"134  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31119,"034 01 0E 018.00","RESIDENTIAL CONDO","134  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"134  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43103,"034 01 0E 019.00","RESIDENTIAL CONDO","136  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"136  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31120,"034 01 0E 019.00","RESIDENTIAL CONDO","136  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"136  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43104,"034 01 0E 020.00","RESIDENTIAL CONDO","138  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"138  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31121,"034 01 0E 020.00","RESIDENTIAL CONDO","138  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"138  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43105,"034 01 0E 021.00","RESIDENTIAL CONDO","140  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"140  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31122,"034 01 0E 021.00","RESIDENTIAL CONDO","140  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"140  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43106,"034 01 0E 022.00","RESIDENTIAL CONDO","142  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"142  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31123,"034 01 0E 022.00","RESIDENTIAL CONDO","142  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"142  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
43107,"034 01 0E 023.00","RESIDENTIAL CONDO","144  COBBLESTONE PLACE DR, GOODLETTSVILLE",16-01-06,877500,20160120-0005641,No,,,0,,0,0,0,0,0,0,0,"144  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31124,"034 01 0E 023.00","RESIDENTIAL CONDO","144  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"144  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31125,"034 01 0E 024.00","VACANT RESIDENTIAL LAND","146  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"146  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31126,"034 01 0E 025.00","VACANT RESIDENTIAL LAND","148  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"148  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31127,"034 01 0E 026.00","VACANT RESIDENTIAL LAND","150  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"150  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31128,"034 01 0E 027.00","VACANT RESIDENTIAL LAND","152  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"152  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31129,"034 01 0E 028.00","VACANT RESIDENTIAL LAND","154  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"154  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31130,"034 01 0E 029.00","VACANT RESIDENTIAL LAND","156  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"156  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31131,"034 01 0E 030.00","VACANT RESIDENTIAL LAND","158  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"158  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31132,"034 01 0E 031.00","VACANT RESIDENTIAL LAND","160  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"160  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31133,"034 01 0E 032.00","VACANT RESIDENTIAL LAND","162  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"162  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31134,"034 01 0E 033.00","VACANT RESIDENTIAL LAND","164  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"164  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31135,"034 01 0E 034.00","VACANT RESIDENTIAL LAND","166  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"166  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31136,"034 01 0E 035.00","VACANT RESIDENTIAL LAND","168  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"168  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31137,"034 01 0E 036.00","VACANT RESIDENTIAL LAND","170  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"170  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31138,"034 01 0E 037.00","VACANT RESIDENTIAL LAND","172  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"172  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31139,"034 01 0E 038.00","VACANT RESIDENTIAL LAND","174  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"174  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31140,"034 01 0E 039.00","VACANT RESIDENTIAL LAND","176  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"176  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31141,"034 01 0E 040.00","VACANT RESIDENTIAL LAND","178  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"178  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31142,"034 01 0E 041.00","VACANT RESIDENTIAL LAND","180  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"180  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31143,"034 01 0E 042.00","VACANT RESIDENTIAL LAND","182  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"182  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31144,"034 01 0E 043.00","VACANT RESIDENTIAL LAND","184  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"184  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31145,"034 01 0E 044.00","VACANT RESIDENTIAL LAND","186  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"186  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31146,"034 01 0E 045.00","VACANT RESIDENTIAL LAND","188  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"188  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31147,"034 01 0E 046.00","VACANT RESIDENTIAL LAND","190  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"190  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31148,"034 01 0E 047.00","VACANT RESIDENTIAL LAND","192  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"192  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31149,"034 01 0E 048.00","VACANT RESIDENTIAL LAND","194  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"194  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31150,"034 01 0E 049.00","VACANT RESIDENTIAL LAND","196  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"196  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31151,"034 01 0E 050.00","VACANT RESIDENTIAL LAND","198  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"198  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31152,"034 01 0E 051.00","VACANT RESIDENTIAL LAND","200  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"200  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31153,"034 01 0E 052.00","VACANT RESIDENTIAL LAND","202  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"202  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31154,"034 01 0E 053.00","VACANT RESIDENTIAL LAND","250  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"250  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31155,"034 01 0E 054.00","VACANT RESIDENTIAL LAND","252  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"252  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31156,"034 01 0E 055.00","VACANT RESIDENTIAL LAND","254  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"254  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31157,"034 01 0E 056.00","VACANT RESIDENTIAL LAND","256  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"256  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31158,"034 01 0E 057.00","VACANT RESIDENTIAL LAND","258  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"258  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31159,"034 01 0E 058.00","VACANT RESIDENTIAL LAND","260  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"260  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31160,"034 01 0E 059.00","VACANT RESIDENTIAL LAND","262  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"262  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31161,"034 01 0E 060.00","VACANT RESIDENTIAL LAND","264  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"264  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31162,"034 01 0E 061.00","VACANT RESIDENTIAL LAND","266  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"266  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31163,"034 01 0E 062.00","VACANT RESIDENTIAL LAND","268  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"268  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31164,"034 01 0E 063.00","VACANT RESIDENTIAL LAND","270  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"270  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31165,"034 01 0E 064.00","VACANT RESIDENTIAL LAND","272  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"272  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31166,"034 01 0E 065.00","VACANT RESIDENTIAL LAND","274  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"274  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31167,"034 01 0E 066.00","VACANT RESIDENTIAL LAND","276  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"276  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31168,"034 01 0E 067.00","VACANT RESIDENTIAL LAND","278  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"278  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31169,"034 01 0E 068.00","VACANT RESIDENTIAL LAND","280  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"280  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31170,"034 01 0E 069.00","VACANT RESIDENTIAL LAND","282  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"282  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31171,"034 01 0E 070.00","VACANT RESIDENTIAL LAND","284  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"284  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31172,"034 01 0E 071.00","VACANT RESIDENTIAL LAND","286  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"286  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
31173,"034 01 0E 072.00","VACANT RESIDENTIAL LAND","288  COBBLESTONE PLACE DR, GOODLETTSVILLE",15-05-01,900000,20150511-0042855,Yes,,,0,,0,0,0,0,0,0,0,"288  COBBLESTONE PLACE DR"," GOODLETTSVILLE",,,
